8.978224332382876310e+04;5.387028742779556012e+01
1.037180371397101117e+05;5.141314727834733844e+01
1.125120784886281181e+05;5.449381087031769511e+01
9.825435180703431251e+04;5.551748392115307951e+01
1.096850402169130684e+05;5.189594325311259126e+01
9.183978880632824439e+04;5.524811596277107384e+01
1.064016552698176965e+05;5.381644213747983940e+01
9.333967877095896984e+04;5.426050783626516250e+01
9.548609831361925171e+04;5.718185509953954693e+01
8.405776907433410815e+04;5.830567209178713028e+01
1.040798680523912772e+05;5.702121334991164048e+01
1.040725203391074319e+05;5.464876895375923738e+01
9.383505859127684380e+04;5.414468580358976624e+01
9.238508005020316341e+04;5.707693560558427492e+01
8.814735332921022200e+04;5.522271761839594717e+01
8.819223384526732843e+04;5.432581338911046487e+01
8.835149953809512954e+04;5.599089547427009705e+01
8.389085736011054541e+04;5.648505606774208587e+01
1.116619826175620256e+05;5.750031299326257539e+01
9.314560532284717192e+04;5.424096674393823037e+01
8.759237790895494982e+04;5.940113387416339918e+01
9.557203839422360761e+04;5.474223337896919617e+01
9.697311569313798100e+04;6.021673494506558910e+01
9.626555037127960532e+04;5.725063089152273932e+01
9.806566404602160037e+04;5.531172497912086783e+01
8.363877886624191888e+04;5.531753922728214690e+01
9.297501851271554187e+04;5.718947105447229973e+01
1.034537949852083693e+05;5.787842883471501665e+01
9.791983409900590777e+04;5.778650700064935819e+01
8.751998143649678968e+04;5.852196098257447687e+01
1.001932590506434062e+05;5.542003900190247379e+01
9.994914231183829543e+04;5.586508124606579173e+01
1.063802547209775948e+05;5.905585830495230226e+01
1.169197149117949302e+05;5.322323200113162756e+01
8.062282279216742609e+04;5.500729294621500287e+01
9.666433154094162455e+04;5.776856251434035272e+01
9.822031031887937570e+04;5.197182224045990040e+01
9.200192072017960891e+04;5.767217395732239282e+01
9.736490820010715106e+04;5.754024703273195485e+01
9.284067942035972374e+04;5.561470853424791017e+01
9.692957475634616276e+04;5.683632796652441499e+01
9.704695804773102282e+04;5.625424196372281926e+01
8.835733798357301566e+04;5.677135224474974251e+01
9.628217355637768924e+04;5.827519248793174000e+01
1.070531396454783971e+05;5.638653750707579349e+01
9.131111134556218167e+04;5.473876385719945858e+01
9.929890438710445596e+04;5.617090480880501957e+01
9.162542409075256728e+04;5.610341838577639351e+01
8.886395240698203270e+04;5.741228874025234319e+01
9.059267519860333414e+04;5.846524008171890330e+01
1.644884153632867383e+05;5.769484700297656588e+01
1.828430983316599159e+05;5.544868093324335945e+01
1.727753487606609415e+05;5.742131123024594785e+01
1.617063606182296062e+05;5.798640092094381515e+01
1.838991402965474990e+05;5.563705025519525549e+01
1.789429936073382269e+05;5.473151531438436734e+01
1.750505787280366640e+05;5.412453742745263696e+01
1.866517109030538122e+05;5.817388321273288199e+01
1.751913642619393941e+05;5.580575889852090654e+01
1.881750931222849176e+05;6.129028563536869711e+01
1.568577151762296562e+05;5.982841019776486746e+01
1.917140413521862356e+05;5.803210553000818095e+01
1.634448534973452915e+05;5.908277277194726906e+01
1.736283307999156532e+05;5.614824088127271295e+01
1.631369524640275340e+05;5.845715712881165871e+01
1.833656024798906292e+05;5.610902067749964317e+01
